date,treatment,tr,pot,pot_id,sensor_serial,soil_co2_ppm
2022-11-10,100 t/ha,100,A,100.A,2CF7F12021000274,2341.3
2022-11-11,100 t/ha,100,A,100.A,2CF7F12021000274,1997.5
2022-11-12,100 t/ha,100,A,100.A,2CF7F12021000274,1918.1
2022-11-13,100 t/ha,100,A,100.A,2CF7F12021000274,1957.1
2022-11-14,100 t/ha,100,A,100.A,2CF7F12021000274,1688.8
2022-11-15,100 t/ha,100,A,100.A,2CF7F12021000274,1657.5
2022-11-16,100 t/ha,100,A,100.A,2CF7F12021000274,1819.3
2022-11-17,100 t/ha,100,A,100.A,2CF7F12021000274,1829.2
2022-11-18,100 t/ha,100,A,100.A,2CF7F12021000274,1904.8
2022-11-19,100 t/ha,100,A,100.A,2CF7F12021000274,1589.2
2022-11-20,100 t/ha,100,A,100.A,2CF7F12021000274,1472.0
2022-11-21,100 t/ha,100,A,100.A,2CF7F12021000274,1573.7
2022-11-22,100 t/ha,100,A,100.A,2CF7F12021000274,1552.7
2022-11-23,100 t/ha,100,A,100.A,2CF7F12021000274,1559.4
2022-11-24,100 t/ha,100,A,100.A,2CF7F12021000274,1667.7
2022-11-25,100 t/ha,100,A,100.A,2CF7F12021000274,1495.0
2022-11-26,100 t/ha,100,A,100.A,2CF7F12021000274,1716.8
2022-11-27,100 t/ha,100,A,100.A,2CF7F12021000274,1507.5
2022-11-28,100 t/ha,100,A,100.A,2CF7F12021000274,1449.8
2022-11-29,100 t/ha,100,A,100.A,2CF7F12021000274,1610.1
2022-11-30,100 t/ha,100,A,100.A,2CF7F12021000274,1680.4
2022-12-01,100 t/ha,100,A,100.A,2CF7F12021000274,1632.6
2022-12-02,100 t/ha,100,A,100.A,2CF7F12021000274,1628.4
2022-12-03,100 t/ha,100,A,100.A,2CF7F12021000274,1480.2
2022-12-04,100 t/ha,100,A,100.A,2CF7F12021000274,1534.7
2022-12-05,100 t/ha,100,A,100.A,2CF7F12021000274,1626.4
2022-12-06,100 t/ha,100,A,100.A,2CF7F12021000274,1478.3
2022-12-07,100 t/ha,100,A,100.A,2CF7F12021000274,1390.8
2022-12-08,100 t/ha,100,A,100.A,2CF7F12021000274,1284.8
2022-12-09,100 t/ha,100,A,100.A,2CF7F12021000274,1159.0
2022-12-10,100 t/ha,100,A,100.A,2CF7F12021000274,1060.3
2022-12-11,100 t/ha,100,A,100.A,2CF7F12021000274,1017.8
2022-12-12,100 t/ha,100,A,100.A,2CF7F12021000274,975.6
2022-12-13,100 t/ha,100,A,100.A,2CF7F12021000274,937.2
2022-12-14,100 t/ha,100,A,100.A,2CF7F12021000274,959.7
2022-12-15,100 t/ha,100,A,100.A,2CF7F12021000274,953.8
2022-12-16,100 t/ha,100,A,100.A,2CF7F12021000274,959.1
2022-12-17,100 t/ha,100,A,100.A,2CF7F12021000274,936.5
2022-12-18,100 t/ha,100,A,100.A,2CF7F12021000274,931.0
2022-12-19,100 t/ha,100,A,100.A,2CF7F12021000274,890.2
2022-12-20,100 t/ha,100,A,100.A,2CF7F12021000274,908.7
2022-12-21,100 t/ha,100,A,100.A,2CF7F12021000274,842.8
2022-12-22,100 t/ha,100,A,100.A,2CF7F12021000274,1004.8
2022-12-23,100 t/ha,100,A,100.A,2CF7F12021000274,1303.8
2022-12-24,100 t/ha,100,A,100.A,2CF7F12021000274,1439.6
2022-12-25,100 t/ha,100,A,100.A,2CF7F12021000274,1521.2
2022-12-26,100 t/ha,100,A,100.A,2CF7F12021000274,1567.8
2022-12-27,100 t/ha,100,A,100.A,2CF7F12021000274,1239.9
2022-12-28,100 t/ha,100,A,100.A,2CF7F12021000274,982.5
2022-12-29,100 t/ha,100,A,100.A,2CF7F12021000274,1132.2
2022-12-30,100 t/ha,100,A,100.A,2CF7F12021000274,1176.7
2022-12-31,100 t/ha,100,A,100.A,2CF7F12021000274,1478.8
2023-01-01,100 t/ha,100,A,100.A,2CF7F12021000274,1531.9
2023-01-02,100 t/ha,100,A,100.A,2CF7F12021000274,1486.3
2023-01-03,100 t/ha,100,A,100.A,2CF7F12021000274,1409.5
2023-01-04,100 t/ha,100,A,100.A,2CF7F12021000274,1164.0
2023-01-05,100 t/ha,100,A,100.A,2CF7F12021000274,1310.2
2023-01-06,100 t/ha,100,A,100.A,2CF7F12021000274,1394.2
2023-01-07,100 t/ha,100,A,100.A,2CF7F12021000274,1423.2
2023-01-08,100 t/ha,100,A,100.A,2CF7F12021000274,1086.6
2023-01-09,100 t/ha,100,A,100.A,2CF7F12021000274,1112.3
2023-01-10,100 t/ha,100,A,100.A,2CF7F12021000274,1062.7
2023-01-11,100 t/ha,100,A,100.A,2CF7F12021000274,1069.5
2023-01-12,100 t/ha,100,A,100.A,2CF7F12021000274,1135.3
2023-01-13,100 t/ha,100,A,100.A,2CF7F12021000274,1202.7
2023-01-14,100 t/ha,100,A,100.A,2CF7F12021000274,1040.4
2023-01-15,100 t/ha,100,A,100.A,2CF7F12021000274,1072.7
2023-01-16,100 t/ha,100,A,100.A,2CF7F12021000274,793.5
2023-01-17,100 t/ha,100,A,100.A,2CF7F12021000274,789.2
2023-01-18,100 t/ha,100,A,100.A,2CF7F12021000274,774.3
2023-01-19,100 t/ha,100,A,100.A,2CF7F12021000274,722.4
2023-01-20,100 t/ha,100,A,100.A,2CF7F12021000274,726.4
2023-01-21,100 t/ha,100,A,100.A,2CF7F12021000274,736.8
2023-01-22,100 t/ha,100,A,100.A,2CF7F12021000274,739.4
2023-01-23,100 t/ha,100,A,100.A,2CF7F12021000274,789.5
2023-01-24,100 t/ha,100,A,100.A,2CF7F12021000274,878.0
2023-01-25,100 t/ha,100,A,100.A,2CF7F12021000274,878.0
2023-01-26,100 t/ha,100,A,100.A,2CF7F12021000274,843.2
2023-01-27,100 t/ha,100,A,100.A,2CF7F12021000274,833.7
2023-01-28,100 t/ha,100,A,100.A,2CF7F12021000274,845.9
2023-01-29,100 t/ha,100,A,100.A,2CF7F12021000274,796.7
2023-01-30,100 t/ha,100,A,100.A,2CF7F12021000274,744.2
2023-01-31,100 t/ha,100,A,100.A,2CF7F12021000274,691.4
2023-02-01,100 t/ha,100,A,100.A,2CF7F12021000274,729.8
2023-02-02,100 t/ha,100,A,100.A,2CF7F12021000274,649.7
2023-02-03,100 t/ha,100,A,100.A,2CF7F12021000274,735.3
2023-02-04,100 t/ha,100,A,100.A,2CF7F12021000274,818.3
2023-02-05,100 t/ha,100,A,100.A,2CF7F12021000274,627.9
2023-02-06,100 t/ha,100,A,100.A,2CF7F12021000274,650.6
2023-02-07,100 t/ha,100,A,100.A,2CF7F12021000274,654.7
2023-02-08,100 t/ha,100,A,100.A,2CF7F12021000274,694.2
2023-02-09,100 t/ha,100,A,100.A,2CF7F12021000274,731.1
2023-02-10,100 t/ha,100,A,100.A,2CF7F12021000274,776.8
2023-02-11,100 t/ha,100,A,100.A,2CF7F12021000274,769.2
2023-02-12,100 t/ha,100,A,100.A,2CF7F12021000274,772.5
2023-02-13,100 t/ha,100,A,100.A,2CF7F12021000274,821.8
2023-02-14,100 t/ha,100,A,100.A,2CF7F12021000274,880.7
2023-02-15,100 t/ha,100,A,100.A,2CF7F12021000274,890.7
2023-02-16,100 t/ha,100,A,100.A,2CF7F12021000274,1007.6
2023-02-17,100 t/ha,100,A,100.A,2CF7F12021000274,1202.0
2023-02-18,100 t/ha,100,A,100.A,2CF7F12021000274,1361.6
2023-02-19,100 t/ha,100,A,100.A,2CF7F12021000274,1158.8
2023-02-20,100 t/ha,100,A,100.A,2CF7F12021000274,1240.9
2023-02-21,100 t/ha,100,A,100.A,2CF7F12021000274,1291.3
2023-02-22,100 t/ha,100,A,100.A,2CF7F12021000274,1226.9
2023-02-23,100 t/ha,100,A,100.A,2CF7F12021000274,1357.2
2023-02-24,100 t/ha,100,A,100.A,2CF7F12021000274,1416.5
2023-02-25,100 t/ha,100,A,100.A,2CF7F12021000274,1097.8
2023-02-26,100 t/ha,100,A,100.A,2CF7F12021000274,881.1
2023-02-27,100 t/ha,100,A,100.A,2CF7F12021000274,781.2
2023-02-28,100 t/ha,100,A,100.A,2CF7F12021000274,795.0
2023-03-01,100 t/ha,100,A,100.A,2CF7F12021000274,814.1
2023-03-02,100 t/ha,100,A,100.A,2CF7F12021000274,902.2
2023-03-03,100 t/ha,100,A,100.A,2CF7F12021000274,907.5
2023-03-04,100 t/ha,100,A,100.A,2CF7F12021000274,747.5
2023-03-05,100 t/ha,100,A,100.A,2CF7F12021000274,793.6
2023-03-06,100 t/ha,100,A,100.A,2CF7F12021000274,785.6
2023-03-07,100 t/ha,100,A,100.A,2CF7F12021000274,761.4
2023-03-08,100 t/ha,100,A,100.A,2CF7F12021000274,715.1
2023-03-09,100 t/ha,100,A,100.A,2CF7F12021000274,868.5
2023-03-10,100 t/ha,100,A,100.A,2CF7F12021000274,1023.3
2023-03-11,100 t/ha,100,A,100.A,2CF7F12021000274,723.5
2023-03-12,100 t/ha,100,A,100.A,2CF7F12021000274,745.3
2023-03-13,100 t/ha,100,A,100.A,2CF7F12021000274,1177.2
2023-03-14,100 t/ha,100,A,100.A,2CF7F12021000274,1229.2
2023-03-15,100 t/ha,100,A,100.A,2CF7F12021000274,935.2
2023-03-16,100 t/ha,100,A,100.A,2CF7F12021000274,895.0
2023-03-17,100 t/ha,100,A,100.A,2CF7F12021000274,1052.9
2023-03-18,100 t/ha,100,A,100.A,2CF7F12021000274,1298.9
2023-03-19,100 t/ha,100,A,100.A,2CF7F12021000274,1468.3
2023-03-20,100 t/ha,100,A,100.A,2CF7F12021000274,1566.7
2023-03-21,100 t/ha,100,A,100.A,2CF7F12021000274,1656.4
2023-03-22,100 t/ha,100,A,100.A,2CF7F12021000274,1700.8
2023-03-23,100 t/ha,100,A,100.A,2CF7F12021000274,1650.9
2023-03-24,100 t/ha,100,A,100.A,2CF7F12021000274,1653.1
2023-03-25,100 t/ha,100,A,100.A,2CF7F12021000274,1456.3
2023-03-26,100 t/ha,100,A,100.A,2CF7F12021000274,1327.2
2023-03-27,100 t/ha,100,A,100.A,2CF7F12021000274,1393.7
2023-03-28,100 t/ha,100,A,100.A,2CF7F12021000274,1214.4
2023-03-29,100 t/ha,100,A,100.A,2CF7F12021000274,1438.8
2023-03-30,100 t/ha,100,A,100.A,2CF7F12021000274,1590.8
2023-03-31,100 t/ha,100,A,100.A,2CF7F12021000274,1703.7
2023-04-01,100 t/ha,100,A,100.A,2CF7F12021000274,1614.3
2023-04-02,100 t/ha,100,A,100.A,2CF7F12021000274,1646.2
2023-04-03,100 t/ha,100,A,100.A,2CF7F12021000274,1647.5
2023-04-04,100 t/ha,100,A,100.A,2CF7F12021000274,1410.6
2023-04-05,100 t/ha,100,A,100.A,2CF7F12021000274,1339.2
2023-04-06,100 t/ha,100,A,100.A,2CF7F12021000274,1287.2
2023-04-07,100 t/ha,100,A,100.A,2CF7F12021000274,1383.9
2023-04-08,100 t/ha,100,A,100.A,2CF7F12021000274,1403.5
2023-04-09,100 t/ha,100,A,100.A,2CF7F12021000274,1553.2
2023-04-10,100 t/ha,100,A,100.A,2CF7F12021000274,1432.3
2023-04-11,100 t/ha,100,A,100.A,2CF7F12021000274,1507.8
2023-04-12,100 t/ha,100,A,100.A,2CF7F12021000274,1390.8
2023-04-13,100 t/ha,100,A,100.A,2CF7F12021000274,1614.3
2023-04-14,100 t/ha,100,A,100.A,2CF7F12021000274,1677.3
2023-04-15,100 t/ha,100,A,100.A,2CF7F12021000274,1639.1
2023-04-16,100 t/ha,100,A,100.A,2CF7F12021000274,1820.7
2023-04-17,100 t/ha,100,A,100.A,2CF7F12021000274,2118.1
2023-04-18,100 t/ha,100,A,100.A,2CF7F12021000274,2157.7
2023-04-19,100 t/ha,100,A,100.A,2CF7F12021000274,2143.3
2023-04-20,100 t/ha,100,A,100.A,2CF7F12021000274,1797.1
2023-04-21,100 t/ha,100,A,100.A,2CF7F12021000274,2013.4
2023-04-22,100 t/ha,100,A,100.A,2CF7F12021000274,2188.0
2023-04-23,100 t/ha,100,A,100.A,2CF7F12021000274,2415.5
2023-04-24,100 t/ha,100,A,100.A,2CF7F12021000274,2223.5
2023-04-25,100 t/ha,100,A,100.A,2CF7F12021000274,1953.6
2023-04-26,100 t/ha,100,A,100.A,2CF7F12021000274,1850.1
2023-04-27,100 t/ha,100,A,100.A,2CF7F12021000274,1915.2
2023-04-28,100 t/ha,100,A,100.A,2CF7F12021000274,2051.0
2023-04-29,100 t/ha,100,A,100.A,2CF7F12021000274,2321.2
2023-04-30,100 t/ha,100,A,100.A,2CF7F12021000274,2595.2
2023-05-01,100 t/ha,100,A,100.A,2CF7F12021000274,2333.2
2023-05-02,100 t/ha,100,A,100.A,2CF7F12021000274,2346.0
2023-05-03,100 t/ha,100,A,100.A,2CF7F12021000274,2384.4
2023-05-04,100 t/ha,100,A,100.A,2CF7F12021000274,2403.1
2023-05-05,100 t/ha,100,A,100.A,2CF7F12021000274,2547.2
2023-05-06,100 t/ha,100,A,100.A,2CF7F12021000274,2874.8
2023-05-07,100 t/ha,100,A,100.A,2CF7F12021000274,2944.4
2023-05-08,100 t/ha,100,A,100.A,2CF7F12021000274,2957.7
2023-05-09,100 t/ha,100,A,100.A,2CF7F12021000274,2989.7
2023-05-10,100 t/ha,100,A,100.A,2CF7F12021000274,3014.9
2023-05-11,100 t/ha,100,A,100.A,2CF7F12021000274,2974.4
2023-05-12,100 t/ha,100,A,100.A,2CF7F12021000274,3127.5
2023-05-13,100 t/ha,100,A,100.A,2CF7F12021000274,3167.0
2023-05-14,100 t/ha,100,A,100.A,2CF7F12021000274,3367.4
2023-05-15,100 t/ha,100,A,100.A,2CF7F12021000274,3659.9
2023-05-16,100 t/ha,100,A,100.A,2CF7F12021000274,3771.0
2023-05-17,100 t/ha,100,A,100.A,2CF7F12021000274,3241.9
2023-05-18,100 t/ha,100,A,100.A,2CF7F12021000274,3081.6
2023-05-19,100 t/ha,100,A,100.A,2CF7F12021000274,3156.8
2023-05-20,100 t/ha,100,A,100.A,2CF7F12021000274,3586.4
2023-05-21,100 t/ha,100,A,100.A,2CF7F12021000274,3743.4
2023-05-22,100 t/ha,100,A,100.A,2CF7F12021000274,3737.9
2023-05-23,100 t/ha,100,A,100.A,2CF7F12021000274,3669.2
2023-05-24,100 t/ha,100,A,100.A,2CF7F12021000274,3280.1
2023-05-25,100 t/ha,100,A,100.A,2CF7F12021000274,3177.3
2023-05-26,100 t/ha,100,A,100.A,2CF7F12021000274,3338.0
2023-05-27,100 t/ha,100,A,100.A,2CF7F12021000274,3339.1
2023-05-28,100 t/ha,100,A,100.A,2CF7F12021000274,3210.1
2023-05-29,100 t/ha,100,A,100.A,2CF7F12021000274,3219.6
2023-05-30,100 t/ha,100,A,100.A,2CF7F12021000274,3289.0
2023-05-31,100 t/ha,100,A,100.A,2CF7F12021000274,3120.2
2023-06-01,100 t/ha,100,A,100.A,2CF7F12021000274,3019.3
2023-06-02,100 t/ha,100,A,100.A,2CF7F12021000274,3000.7
2023-06-03,100 t/ha,100,A,100.A,2CF7F12021000274,2892.3
2023-06-04,100 t/ha,100,A,100.A,2CF7F12021000274,2694.1
2023-06-05,100 t/ha,100,A,100.A,2CF7F12021000274,2703.1
2023-06-06,100 t/ha,100,A,100.A,2CF7F12021000274,2574.2
2023-06-07,100 t/ha,100,A,100.A,2CF7F12021000274,2598.6
2023-06-08,100 t/ha,100,A,100.A,2CF7F12021000274,2823.8
2023-06-09,100 t/ha,100,A,100.A,2CF7F12021000274,4176.8
2023-06-10,100 t/ha,100,A,100.A,2CF7F12021000274,4557.5
2023-06-11,100 t/ha,100,A,100.A,2CF7F12021000274,4257.4
2023-06-12,100 t/ha,100,A,100.A,2CF7F12021000274,3682.9
2023-06-13,100 t/ha,100,A,100.A,2CF7F12021000274,3298.3
2023-06-14,100 t/ha,100,A,100.A,2CF7F12021000274,3179.4
2023-06-15,100 t/ha,100,A,100.A,2CF7F12021000274,3012.1
2023-06-16,100 t/ha,100,A,100.A,2CF7F12021000274,2837.7
2023-06-17,100 t/ha,100,A,100.A,2CF7F12021000274,2758.8
2023-06-18,100 t/ha,100,A,100.A,2CF7F12021000274,2690.9
2023-06-19,100 t/ha,100,A,100.A,2CF7F12021000274,2957.9
2023-06-20,100 t/ha,100,A,100.A,2CF7F12021000274,2935.5
2023-06-21,100 t/ha,100,A,100.A,2CF7F12021000274,3109.6
2023-06-22,100 t/ha,100,A,100.A,2CF7F12021000274,3096.5
2023-06-23,100 t/ha,100,A,100.A,2CF7F12021000274,2785.2
2023-06-24,100 t/ha,100,A,100.A,2CF7F12021000274,2664.0
2023-06-25,100 t/ha,100,A,100.A,2CF7F12021000274,2524.3
2023-06-26,100 t/ha,100,A,100.A,2CF7F12021000274,2509.6
2023-06-27,100 t/ha,100,A,100.A,2CF7F12021000274,2470.1
2023-06-28,100 t/ha,100,A,100.A,2CF7F12021000274,2337.8
2023-06-29,100 t/ha,100,A,100.A,2CF7F12021000274,2172.0
2023-06-30,100 t/ha,100,A,100.A,2CF7F12021000274,2405.8
2023-07-01,100 t/ha,100,A,100.A,2CF7F12021000274,2533.8
2023-07-02,100 t/ha,100,A,100.A,2CF7F12021000274,2285.4
2023-07-03,100 t/ha,100,A,100.A,2CF7F12021000274,1836.3
2023-07-04,100 t/ha,100,A,100.A,2CF7F12021000274,1784.2
2023-07-05,100 t/ha,100,A,100.A,2CF7F12021000274,1643.7
2023-07-06,100 t/ha,100,A,100.A,2CF7F12021000274,2176.2
2023-07-07,100 t/ha,100,A,100.A,2CF7F12021000274,2192.5
2023-07-08,100 t/ha,100,A,100.A,2CF7F12021000274,2121.6
2023-07-09,100 t/ha,100,A,100.A,2CF7F12021000274,2059.3
2023-07-10,100 t/ha,100,A,100.A,2CF7F12021000274,1912.9
2023-07-11,100 t/ha,100,A,100.A,2CF7F12021000274,1694.3
2023-07-12,100 t/ha,100,A,100.A,2CF7F12021000274,1765.9
2023-07-13,100 t/ha,100,A,100.A,2CF7F12021000274,1881.9
2023-07-14,100 t/ha,100,A,100.A,2CF7F12021000274,1537.0
2023-07-15,100 t/ha,100,A,100.A,2CF7F12021000274,1426.3
2023-07-16,100 t/ha,100,A,100.A,2CF7F12021000274,1574.6
2023-07-17,100 t/ha,100,A,100.A,2CF7F12021000274,2056.6
2023-07-18,100 t/ha,100,A,100.A,2CF7F12021000274,1865.1
2023-07-19,100 t/ha,100,A,100.A,2CF7F12021000274,1718.7
2023-07-20,100 t/ha,100,A,100.A,2CF7F12021000274,1445.3
2023-07-21,100 t/ha,100,A,100.A,2CF7F12021000274,1291.8
2023-07-22,100 t/ha,100,A,100.A,2CF7F12021000274,1119.0
2023-07-23,100 t/ha,100,A,100.A,2CF7F12021000274,1002.2
2023-07-24,100 t/ha,100,A,100.A,2CF7F12021000274,957.6
2023-07-25,100 t/ha,100,A,100.A,2CF7F12021000274,1135.9
2023-07-26,100 t/ha,100,A,100.A,2CF7F12021000274,2460.1
2023-07-27,100 t/ha,100,A,100.A,2CF7F12021000274,3383.8
2023-07-28,100 t/ha,100,A,100.A,2CF7F12021000274,4629.4
2023-07-29,100 t/ha,100,A,100.A,2CF7F12021000274,6236.3
2023-07-30,100 t/ha,100,A,100.A,2CF7F12021000274,7295.8
2023-07-31,100 t/ha,100,A,100.A,2CF7F12021000274,7380.9
2023-08-01,100 t/ha,100,A,100.A,2CF7F12021000274,6928.2
2023-08-02,100 t/ha,100,A,100.A,2CF7F12021000274,6773.9
2023-08-03,100 t/ha,100,A,100.A,2CF7F12021000274,6573.3
2023-08-04,100 t/ha,100,A,100.A,2CF7F12021000274,6596.6
2023-08-05,100 t/ha,100,A,100.A,2CF7F12021000274,6493.6
2023-08-06,100 t/ha,100,A,100.A,2CF7F12021000274,7023.0
2023-08-07,100 t/ha,100,A,100.A,2CF7F12021000274,6750.9
2023-08-08,100 t/ha,100,A,100.A,2CF7F12021000274,5810.7
2023-08-09,100 t/ha,100,A,100.A,2CF7F12021000274,6025.6
2023-08-10,100 t/ha,100,A,100.A,2CF7F12021000274,5999.8
2023-08-11,100 t/ha,100,A,100.A,2CF7F12021000274,6047.0
2023-08-12,100 t/ha,100,A,100.A,2CF7F12021000274,6079.4
2023-08-13,100 t/ha,100,A,100.A,2CF7F12021000274,6030.4
2023-08-14,100 t/ha,100,A,100.A,2CF7F12021000274,6103.3
2023-08-15,100 t/ha,100,A,100.A,2CF7F12021000274,7376.1
2023-08-16,100 t/ha,100,A,100.A,2CF7F12021000274,7298.7
2023-08-17,100 t/ha,100,A,100.A,2CF7F12021000274,6815.4
2023-08-18,100 t/ha,100,A,100.A,2CF7F12021000274,6458.0
2023-08-19,100 t/ha,100,A,100.A,2CF7F12021000274,6287.4
